ID,Label
1,0
2,2
3,0
4,1
5,0
6,0
7,0
8,2
9,0
10,0
11,2
12,3
13,0
14,3
15,0
16,0
17,0
18,0
19,2
20,3
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,3
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,2
40,0
41,0
42,0
43,0
44,0
45,2
46,2
47,0
48,3
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,1
57,3
58,0
59,0
60,1
61,0
62,0
63,3
64,0
65,0
66,0
67,0
68,0
69,0
70,2
71,0
72,0
73,0
74,0
75,2
76,0
77,0
78,2
79,0
80,0
81,0
82,2
83,0
84,0
85,0
86,3
87,0
88,0
89,2
90,0
91,1
92,0
93,0
94,0
95,1
96,0
97,0
98,0
99,0
100,0
101,0
102,3
103,0
104,0
105,0
106,2
107,0
108,0
109,0
110,0
111,0
112,1
113,0
114,2
115,0
116,0
117,0
118,2
119,2
120,0
121,0
122,3
123,0
124,0
125,0
126,3
127,0
128,3
129,0
130,0
131,0
132,3
133,0
134,2
135,0
136,0
137,2
138,0
139,0
140,3
141,0
142,0
143,0
144,0
145,1
146,0
147,0
148,0
149,0
150,0
151,2
152,0
153,2
154,0
155,3
156,2
157,0
158,0
159,3
160,0
161,0
162,0
163,0
164,2
165,0
166,2
167,0
168,3
169,2
170,0
171,0
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,2
180,0
181,0
182,0
183,0
184,0
185,0
186,3
187,0
188,3
189,0
190,3
191,0
192,0
193,0
194,0
195,2
196,0
197,2
198,3
199,0
200,0
201,0
202,0
203,2
204,0
205,0
206,0
207,2
208,3
209,3
210,0
211,0
212,0
213,0
214,0
215,0
216,0
217,0
218,2
219,2
220,3
221,0
222,0
223,0
224,0
225,3
226,3
227,0
228,1
229,3
230,0
231,0
232,2
233,0
234,0
235,0
236,0
237,2
238,0
239,0
240,3
241,1
242,0
243,0
244,0
245,0
246,0
247,0
248,3
249,1
250,0
251,1
252,0
253,3
254,1
255,0
256,0
257,2
258,0
259,0
260,3
261,3
262,0
263,2
264,1
265,3
266,0
267,0
268,0
269,0
270,0
271,2
272,2
273,0
274,2
275,0
276,0
277,0
278,0
279,0
280,3
281,3
282,0
283,3
284,2
285,0
286,2
287,2
288,0
289,2
290,0
291,0
292,2
293,2
294,0
295,0
296,3
297,0
298,0
299,0
300,2
301,0
302,0
303,3
304,3
305,0
306,0
307,0
308,3
309,2
310,0
311,0
312,0
313,0
314,2
315,0
316,0
317,0
318,0
319,3
320,1
321,1
322,0
323,2
324,2
325,3
326,0
327,0
328,3
329,2
330,0
331,3
332,3
333,0
334,0
335,0
336,0
337,0
338,2
339,0
340,0
341,0
342,2
343,0
344,3
345,0
346,0
347,0
348,0
349,0
350,0
351,0
352,0
353,0
354,0
355,3
356,0
357,0
358,3
359,0
360,0
361,0
362,0
363,2
364,0
365,3
366,0
367,2
368,2
369,0
370,0
371,0
372,0
373,0
374,0
375,0
376,2
377,3
378,0
379,2
380,2
381,0
382,0
383,0
384,0
385,0
386,0
387,3
388,0
389,2
390,0
391,0
392,0
393,0
394,2
395,0
396,2
397,0
398,3
399,0
400,2
