ID,Label
1,0
2,2
3,1
4,0
5,1
6,0
7,0
8,0
9,0
10,2
11,4
12,2
13,1
14,0
15,4
16,0
17,0
18,0
19,1
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,2
29,0
30,0
31,2
32,3
33,0
34,0
35,3
36,0
37,0
38,0
39,2
40,0
41,1
42,1
43,2
44,0
45,2
46,1
47,0
48,0
49,2
50,3
51,0
52,2
53,0
54,2
55,1
56,1
57,3
58,0
59,0
60,0
61,0
62,0
63,3
64,0
65,0
66,0
67,0
68,0
69,0
70,4
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,2
79,0
80,0
81,0
82,2
83,0
84,3
85,2
86,0
87,0
88,0
89,4
90,0
91,4
92,0
93,0
94,0
95,1
96,0
97,0
98,0
99,0
100,1
101,0
102,0
103,2
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,3
112,0
113,2
114,2
115,0
116,0
117,2
118,2
119,0
120,0
121,4
122,4
123,2
124,0
125,0
126,2
127,0
128,2
129,0
130,0
131,0
132,4
133,3
134,2
135,4
136,0
137,2
138,4
139,4
140,2
141,0
142,0
143,4
144,0
145,0
146,2
147,0
148,2
149,0
150,0
151,4
152,0
153,0
154,0
155,4
156,0
157,0
158,0
159,4
160,0
161,0
162,0
163,0
164,0
165,2
166,0
167,2
168,0
169,2
170,0
171,0
172,0
173,4
174,2
175,0
176,0
177,0
178,0
179,0
180,0
181,0
182,0
183,0
184,0
185,0
186,0
187,3
188,2
189,0
190,4
191,4
192,0
193,0
194,0
195,0
196,1
197,0
198,4
199,0
200,2
201,2
202,0
203,3
204,0
205,0
206,0
207,0
208,0
209,0
210,0
211,0
212,3
213,0
214,0
215,0
216,0
217,2
218,2
219,2
220,4
221,0
222,2
223,2
224,0
225,0
226,0
227,0
228,0
229,4
230,0
231,0
232,0
233,0
234,0
235,1
236,2
237,0
238,0
239,4
240,3
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,3
249,0
250,4
251,0
252,0
253,0
254,0
255,0
256,0
257,0
258,0
259,0
260,0
261,2
262,0
263,0
264,2
265,4
266,0
267,0
268,1
269,0
270,1
271,2
272,4
273,2
274,4
275,0
276,3
277,2
278,0
279,0
280,4
281,0
282,0
283,0
284,0
285,0
286,2
287,4
288,0
289,0
290,0
291,0
292,4
293,0
294,0
295,0
296,2
297,2
298,2
299,0
300,0
301,0
302,0
303,2
304,0
305,0
306,0
307,0
308,3
309,2
310,0
311,0
312,0
313,0
314,2
315,1
316,4
317,0
318,0
319,2
320,1
321,2
322,4
323,4
324,1
325,3
326,1
327,0
328,0
329,2
330,0
331,0
332,0
333,0
334,0
335,0
336,0
337,2
338,3
339,2
340,4
341,0
342,4
343,0
344,0
345,0
346,0
347,4
348,0
349,0
350,3
351,0
352,0
353,0
354,0
355,2
356,0
357,0
358,0
359,0
360,2
361,2
362,1
363,4
364,2
365,3
366,2
367,1
368,0
369,0
370,1
371,0
372,0
373,4
374,0
375,0
376,1
377,2
378,2
379,2
380,3
381,0
382,0
383,4
384,0
385,0
386,0
387,0
388,0
389,4
390,0
391,2
392,1
393,0
394,4
395,3
396,2
397,0
398,4
399,0
400,1
