ID,Label
1,0
2,4
3,0
4,0
5,4
6,4
7,4
8,1
9,4
10,2
11,4
12,4
13,4
14,4
15,0
16,0
17,0
18,4
19,4
20,4
21,4
22,0
23,4
24,0
25,0
26,4
27,0
28,3
29,3
30,4
31,0
32,1
33,4
34,0
35,0
36,0
37,0
38,4
39,1
40,4
41,0
42,0
43,2
44,4
45,3
46,3
47,2
48,1
49,3
50,3
51,0
52,4
53,2
54,0
55,0
56,4
57,4
58,3
59,0
60,3
61,2
62,0
63,4
64,4
65,0
66,4
67,0
68,4
69,2
70,4
71,0
72,2
73,0
74,2
75,2
76,2
77,0
78,4
79,0
80,0
81,3
82,4
83,4
84,0
85,4
86,4
87,2
88,2
89,4
90,0
91,1
92,1
93,0
94,1
95,4
96,0
97,4
98,0
99,1
100,0
101,0
102,1
103,4
104,4
105,1
106,4
107,0
108,0
109,0
110,0
111,3
112,1
113,0
114,4
115,4
116,2
117,2
118,4
119,4
120,0
121,3
122,4
123,0
124,0
125,1
126,2
127,4
128,4
129,0
130,1
131,1
132,4
133,0
134,4
135,0
136,0
137,4
138,0
139,2
140,4
141,2
142,0
143,2
144,0
145,1
146,4
147,1
148,2
149,0
150,0
151,3
152,0
153,4
154,0
155,4
156,1
157,4
158,0
159,4
160,0
161,0
162,0
163,0
164,4
165,2
166,4
167,4
168,2
169,4
170,0
171,4
172,0
173,4
174,4
175,2
176,1
177,0
178,4
179,4
180,0
181,0
182,3
183,0
184,0
185,0
186,4
187,3
188,4
189,0
190,4
191,4
192,1
193,3
194,0
195,4
196,0
197,4
198,2
199,1
200,4
201,4
202,2
203,4
204,0
205,3
206,2
207,4
208,2
209,3
210,0
211,0
212,4
213,4
214,0
215,3
216,0
217,2
218,3
219,2
220,4
221,1
222,4
223,3
224,2
225,2
226,2
227,4
228,2
229,4
230,4
231,0
232,4
233,0
234,0
235,0
236,1
237,1
238,1
239,0
240,3
241,4
242,4
243,4
244,0
245,4
246,4
247,0
248,4
249,4
250,2
251,2
252,4
253,4
254,2
255,0
256,4
257,3
258,0
259,0
260,1
261,3
262,3
263,1
264,2
265,4
266,2
267,4
268,3
269,4
270,0
271,4
272,4
273,3
274,4
275,4
276,4
277,4
278,0
279,4
280,4
281,4
282,3
283,3
284,1
285,0
286,2
287,4
288,0
289,4
290,3
291,4
292,2
293,3
294,4
295,0
296,4
297,4
298,4
299,0
300,4
301,4
302,4
303,2
304,4
305,0
306,2
307,4
308,4
309,2
310,4
311,0
312,4
313,4
314,4
315,0
316,4
317,4
318,0
319,4
320,1
321,4
322,0
323,3
324,2
325,4
326,1
327,0
328,4
329,2
330,1
331,4
332,2
333,3
334,4
335,3
336,3
337,4
338,3
339,2
340,0
341,4
342,4
343,4
344,3
345,0
346,2
347,4
348,0
349,0
350,3
351,4
352,0
353,0
354,0
355,4
356,4
357,4
358,3
359,4
360,4
361,2
362,0
363,4
364,4
365,4
366,1
367,3
368,1
369,2
370,2
371,0
372,0
373,0
374,0
375,4
376,4
377,3
378,4
379,4
380,3
381,0
382,0
383,0
384,1
385,4
386,0
387,4
388,1
389,4
390,0
391,2
392,0
393,4
394,2
395,0
396,2
397,0
398,4
399,0
400,2
