ID,Label
1,0
2,2
3,0
4,1
5,2
6,0
7,0
8,1
9,4
10,1
11,2
12,3
13,1
14,1
15,0
16,4
17,0
18,2
19,3
20,3
21,1
22,0
23,3
24,0
25,0
26,0
27,0
28,2
29,2
30,3
31,0
32,3
33,4
34,2
35,4
36,0
37,2
38,1
39,2
40,2
41,3
42,0
43,2
44,3
45,2
46,3
47,1
48,4
49,3
50,1
51,0
52,3
53,1
54,0
55,3
56,1
57,4
58,1
59,4
60,1
61,1
62,0
63,4
64,0
65,0
66,1
67,0
68,4
69,2
70,4
71,0
72,4
73,0
74,2
75,2
76,2
77,0
78,2
79,0
80,0
81,2
82,1
83,0
84,1
85,4
86,2
87,0
88,1
89,4
90,0
91,1
92,3
93,0
94,4
95,2
96,3
97,3
98,1
99,0
100,1
101,0
102,4
103,2
104,0
105,1
106,1
107,0
108,3
109,0
110,0
111,3
112,4
113,0
114,3
115,4
116,3
117,4
118,4
119,4
120,0
121,2
122,3
123,0
124,4
125,4
126,2
127,2
128,3
129,3
130,3
131,0
132,4
133,1
134,2
135,0
136,1
137,1
138,2
139,4
140,4
141,1
142,1
143,1
144,2
145,1
146,2
147,0
148,2
149,0
150,1
151,3
152,0
153,1
154,0
155,3
156,2
157,3
158,0
159,1
160,0
161,0
162,0
163,0
164,4
165,3
166,2
167,1
168,2
169,1
170,4
171,2
172,0
173,1
174,1
175,2
176,1
177,0
178,1
179,4
180,0
181,0
182,0
183,0
184,0
185,0
186,1
187,4
188,1
189,0
190,4
191,3
192,3
193,4
194,0
195,0
196,0
197,4
198,3
199,0
200,3
201,4
202,0
203,1
204,0
205,2
206,2
207,2
208,1
209,3
210,0
211,0
212,3
213,4
214,0
215,4
216,0
217,2
218,1
219,2
220,4
221,2
222,4
223,3
224,2
225,4
226,4
227,4
228,1
229,1
230,2
231,0
232,2
233,0
234,0
235,0
236,0
237,3
238,2
239,0
240,4
241,3
242,1
243,0
244,0
245,0
246,4
247,0
248,4
249,4
250,3
251,3
252,0
253,4
254,2
255,0
256,0
257,4
258,0
259,0
260,3
261,3
262,4
263,4
264,2
265,1
266,1
267,2
268,4
269,0
270,0
271,4
272,4
273,3
274,3
275,0
276,0
277,3
278,4
279,1
280,4
281,2
282,1
283,3
284,1
285,0
286,1
287,2
288,0
289,2
290,3
291,2
292,1
293,3
294,4
295,0
296,4
297,1
298,4
299,0
300,3
301,0
302,4
303,1
304,2
305,1
306,4
307,2
308,3
309,2
310,0
311,2
312,2
313,4
314,1
315,3
316,4
317,1
318,0
319,3
320,0
321,0
322,0
323,3
324,1
325,2
326,3
327,0
328,3
329,2
330,1
331,4
332,2
333,4
334,4
335,0
336,4
337,2
338,0
339,2
340,0
341,4
342,4
343,4
344,4
345,4
346,0
347,4
348,0
349,0
350,0
351,2
352,0
353,0
354,0
355,1
356,3
357,0
358,3
359,2
360,4
361,2
362,0
363,4
364,1
365,1
366,4
367,3
368,1
369,1
370,0
371,0
372,0
373,0
374,3
375,0
376,4
377,3
378,0
379,4
380,3
381,0
382,0
383,0
384,4
385,4
386,0
387,4
388,0
389,4
390,0
391,2
392,0
393,3
394,4
395,2
396,2
397,2
398,4
399,0
400,1
