ID,Label
1,0
2,0
3,0
4,0
5,3
6,0
7,2
8,0
9,2
10,1
11,0
12,2
13,0
14,3
15,0
16,0
17,0
18,0
19,3
20,2
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,2
30,4
31,2
32,2
33,0
34,0
35,0
36,0
37,0
38,0
39,2
40,4
41,0
42,2
43,0
44,2
45,2
46,0
47,2
48,1
49,0
50,0
51,0
52,3
53,1
54,0
55,0
56,0
57,3
58,0
59,0
60,3
61,2
62,0
63,0
64,0
65,0
66,1
67,0
68,2
69,2
70,0
71,0
72,0
73,0
74,2
75,0
76,0
77,0
78,2
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,3
90,0
91,0
92,0
93,0
94,4
95,1
96,0
97,0
98,0
99,0
100,4
101,0
102,3
103,0
104,2
105,2
106,1
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,2
115,4
116,2
117,2
118,1
119,0
120,0
121,2
122,2
123,0
124,0
125,0
126,3
127,0
128,3
129,2
130,0
131,0
132,3
133,0
134,4
135,0
136,0
137,2
138,0
139,4
140,1
141,0
142,0
143,2
144,0
145,0
146,3
147,0
148,2
149,0
150,0
151,4
152,0
153,2
154,0
155,3
156,0
157,0
158,0
159,3
160,0
161,0
162,0
163,0
164,0
165,1
166,2
167,0
168,2
169,3
170,0
171,2
172,0
173,4
174,1
175,0
176,0
177,0
178,0
179,2
180,0
181,0
182,0
183,0
184,0
185,0
186,2
187,0
188,2
189,2
190,2
191,4
192,4
193,0
194,0
195,0
196,0
197,0
198,2
199,0
200,0
201,0
202,0
203,1
204,0
205,2
206,0
207,1
208,0
209,4
210,0
211,0
212,3
213,3
214,0
215,0
216,0
217,0
218,2
219,2
220,3
221,0
222,1
223,0
224,0
225,3
226,1
227,0
228,2
229,3
230,0
231,0
232,1
233,0
234,0
235,0
236,0
237,0
238,2
239,4
240,3
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,3
249,3
250,3
251,1
252,0
253,2
254,0
255,0
256,0
257,3
258,0
259,0
260,2
261,3
262,0
263,1
264,3
265,2
266,2
267,0
268,0
269,0
270,0
271,2
272,3
273,3
274,4
275,0
276,2
277,3
278,4
279,0
280,3
281,2
282,4
283,4
284,2
285,0
286,3
287,2
288,0
289,2
290,3
291,2
292,2
293,1
294,0
295,0
296,2
297,3
298,4
299,0
300,2
301,0
302,0
303,2
304,0
305,0
306,0
307,0
308,3
309,0
310,0
311,0
312,0
313,2
314,0
315,0
316,4
317,2
318,0
319,3
320,2
321,0
322,0
323,2
324,1
325,2
326,4
327,0
328,1
329,4
330,0
331,2
332,1
333,3
334,0
335,0
336,0
337,2
338,0
339,2
340,0
341,3
342,4
343,4
344,4
345,0
346,0
347,3
348,1
349,0
350,0
351,0
352,0
353,0
354,0
355,4
356,4
357,0
358,0
359,0
360,3
361,1
362,0
363,3
364,0
365,0
366,4
367,3
368,1
369,0
370,3
371,0
372,0
373,0
374,3
375,0
376,0
377,3
378,3
379,0
380,3
381,0
382,0
383,0
384,2
385,0
386,0
387,0
388,0
389,0
390,0
391,0
392,0
393,0
394,2
395,4
396,2
397,0
398,2
399,0
400,0
