ID,Label
1,0
2,3
3,0
4,0
5,1
6,0
7,1
8,2
9,0
10,1
11,1
12,2
13,0
14,3
15,0
16,0
17,0
18,3
19,1
20,2
21,2
22,0
23,0
24,0
25,0
26,0
27,0
28,2
29,0
30,3
31,0
32,0
33,3
34,0
35,0
36,0
37,0
38,1
39,2
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,1
48,2
49,0
50,2
51,0
52,1
53,2
54,0
55,0
56,2
57,3
58,3
59,0
60,2
61,2
62,0
63,2
64,0
65,0
66,1
67,0
68,1
69,1
70,4
71,0
72,0
73,0
74,1
75,2
76,0
77,0
78,1
79,0
80,0
81,0
82,1
83,0
84,0
85,1
86,3
87,0
88,2
89,2
90,0
91,2
92,2
93,0
94,1
95,1
96,0
97,0
98,0
99,1
100,0
101,0
102,3
103,1
104,0
105,0
106,1
107,0
108,2
109,0
110,0
111,3
112,1
113,0
114,3
115,1
116,0
117,4
118,1
119,2
120,0
121,0
122,3
123,1
124,0
125,3
126,2
127,3
128,2
129,1
130,2
131,0
132,0
133,3
134,1
135,2
136,0
137,4
138,2
139,1
140,1
141,1
142,1
143,1
144,1
145,2
146,1
147,0
148,1
149,1
150,0
151,1
152,0
153,1
154,0
155,0
156,3
157,1
158,0
159,3
160,0
161,0
162,0
163,0
164,1
165,3
166,1
167,1
168,1
169,1
170,2
171,3
172,0
173,0
174,1
175,0
176,2
177,0
178,0
179,1
180,0
181,0
182,2
183,0
184,0
185,0
186,3
187,2
188,3
189,1
190,1
191,3
192,1
193,0
194,0
195,4
196,1
197,1
198,1
199,0
200,1
201,4
202,2
203,3
204,0
205,2
206,2
207,0
208,1
209,0
210,0
211,0
212,1
213,1
214,0
215,0
216,1
217,1
218,0
219,1
220,3
221,0
222,1
223,0
224,2
225,2
226,3
227,3
228,1
229,3
230,2
231,0
232,2
233,0
234,0
235,0
236,0
237,1
238,2
239,0
240,2
241,1
242,1
243,0
244,0
245,0
246,0
247,0
248,3
249,1
250,4
251,4
252,0
253,2
254,1
255,0
256,0
257,0
258,0
259,2
260,1
261,1
262,2
263,0
264,1
265,3
266,4
267,0
268,1
269,0
270,0
271,1
272,3
273,1
274,1
275,4
276,2
277,1
278,0
279,1
280,3
281,1
282,0
283,2
284,2
285,0
286,3
287,4
288,0
289,1
290,2
291,1
292,1
293,0
294,3
295,0
296,1
297,1
298,1
299,0
300,3
301,0
302,4
303,3
304,2
305,2
306,3
307,1
308,3
309,0
310,0
311,0
312,0
313,0
314,1
315,0
316,1
317,0
318,0
319,3
320,2
321,2
322,0
323,2
324,0
325,3
326,2
327,0
328,2
329,3
330,0
331,1
332,1
333,2
334,0
335,0
336,0
337,3
338,2
339,1
340,0
341,4
342,3
343,2
344,2
345,0
346,0
347,3
348,0
349,0
350,0
351,2
352,0
353,0
354,0
355,0
356,0
357,1
358,1
359,0
360,3
361,0
362,0
363,4
364,1
365,1
366,3
367,1
368,1
369,4
370,1
371,0
372,0
373,0
374,0
375,0
376,2
377,2
378,1
379,3
380,3
381,0
382,0
383,2
384,1
385,1
386,0
387,2
388,2
389,1
390,0
391,0
392,1
393,1
394,1
395,1
396,1
397,2
398,3
399,0
400,1
