ID,Label
1,0
2,4
3,0
4,1
5,0
6,0
7,0
8,3
9,0
10,3
11,3
12,4
13,0
14,3
15,0
16,0
17,0
18,3
19,0
20,3
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,2
29,0
30,3
31,0
32,3
33,3
34,0
35,0
36,0
37,0
38,0
39,3
40,0
41,0
42,0
43,0
44,0
45,3
46,3
47,0
48,3
49,3
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,3
58,0
59,0
60,2
61,3
62,0
63,4
64,0
65,0
66,0
67,0
68,0
69,0
70,3
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,3
79,0
80,0
81,3
82,0
83,0
84,0
85,3
86,0
87,0
88,0
89,3
90,0
91,0
92,0
93,0
94,3
95,0
96,0
97,3
98,2
99,0
100,0
101,0
102,3
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,3
117,0
118,0
119,0
120,0
121,3
122,3
123,0
124,0
125,0
126,0
127,0
128,3
129,3
130,0
131,0
132,4
133,3
134,0
135,0
136,0
137,4
138,0
139,3
140,0
141,0
142,0
143,0
144,0
145,3
146,0
147,0
148,0
149,0
150,0
151,3
152,0
153,3
154,0
155,4
156,0
157,0
158,0
159,3
160,0
161,0
162,2
163,0
164,0
165,3
166,0
167,0
168,0
169,0
170,0
171,0
172,0
173,0
174,0
175,0
176,0
177,0
178,3
179,0
180,0
181,0
182,1
183,0
184,0
185,0
186,3
187,2
188,0
189,2
190,4
191,3
192,3
193,0
194,0
195,0
196,3
197,0
198,3
199,0
200,0
201,0
202,0
203,0
204,0
205,0
206,0
207,0
208,0
209,3
210,2
211,0
212,3
213,0
214,0
215,0
216,0
217,0
218,3
219,3
220,3
221,0
222,0
223,3
224,3
225,3
226,3
227,3
228,0
229,4
230,0
231,0
232,3
233,0
234,0
235,0
236,0
237,0
238,3
239,0
240,3
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,4
249,0
250,0
251,0
252,0
253,3
254,0
255,0
256,0
257,3
258,0
259,0
260,3
261,3
262,3
263,3
264,0
265,4
266,0
267,0
268,0
269,0
270,0
271,4
272,3
273,3
274,3
275,0
276,0
277,0
278,2
279,0
280,4
281,0
282,3
283,0
284,3
285,0
286,3
287,0
288,2
289,3
290,3
291,0
292,1
293,3
294,4
295,0
296,4
297,0
298,0
299,0
300,3
301,0
302,0
303,0
304,3
305,2
306,0
307,0
308,4
309,3
310,0
311,0
312,0
313,0
314,0
315,3
316,3
317,0
318,0
319,3
320,2
321,0
322,0
323,0
324,3
325,0
326,0
327,0
328,3
329,3
330,3
331,3
332,0
333,0
334,0
335,0
336,0
337,0
338,3
339,0
340,0
341,0
342,4
343,0
344,3
345,0
346,0
347,3
348,0
349,0
350,0
351,0
352,0
353,0
354,0
355,4
356,3
357,0
358,3
359,0
360,0
361,0
362,0
363,4
364,0
365,3
366,3
367,3
368,1
369,0
370,3
371,0
372,0
373,0
374,0
375,0
376,3
377,3
378,0
379,0
380,0
381,0
382,0
383,1
384,0
385,0
386,0
387,3
388,0
389,3
390,0
391,0
392,0
393,3
394,3
395,0
396,0
397,0
398,0
399,0
400,3
