ID,Label
1,0
2,0
3,0
4,2
5,3
6,0
7,0
8,2
9,0
10,1
11,0
12,1
13,4
14,3
15,0
16,0
17,0
18,0
19,1
20,1
21,3
22,0
23,0
24,0
25,0
26,0
27,0
28,2
29,0
30,3
31,3
32,2
33,0
34,3
35,3
36,0
37,2
38,0
39,4
40,2
41,1
42,2
43,0
44,3
45,2
46,0
47,0
48,4
49,0
50,1
51,0
52,3
53,2
54,0
55,2
56,0
57,3
58,0
59,0
60,3
61,2
62,0
63,0
64,0
65,0
66,2
67,0
68,2
69,2
70,0
71,0
72,0
73,0
74,1
75,3
76,0
77,0
78,2
79,0
80,0
81,3
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,1
90,0
91,1
92,0
93,0
94,4
95,0
96,0
97,2
98,0
99,0
100,4
101,0
102,3
103,0
104,1
105,0
106,1
107,2
108,0
109,0
110,0
111,3
112,0
113,0
114,3
115,1
116,0
117,3
118,0
119,3
120,0
121,3
122,3
123,0
124,0
125,2
126,3
127,0
128,3
129,3
130,0
131,0
132,1
133,0
134,4
135,0
136,3
137,2
138,0
139,4
140,3
141,0
142,0
143,0
144,0
145,1
146,2
147,0
148,2
149,3
150,0
151,1
152,0
153,2
154,0
155,0
156,0
157,0
158,0
159,1
160,0
161,0
162,0
163,0
164,0
165,3
166,2
167,0
168,3
169,1
170,1
171,3
172,0
173,4
174,1
175,0
176,2
177,0
178,3
179,4
180,0
181,0
182,2
183,0
184,0
185,0
186,2
187,3
188,2
189,2
190,3
191,0
192,0
193,0
194,0
195,0
196,3
197,1
198,2
199,0
200,0
201,1
202,0
203,1
204,0
205,2
206,0
207,2
208,3
209,2
210,1
211,0
212,3
213,0
214,0
215,2
216,0
217,3
218,0
219,3
220,3
221,0
222,1
223,0
224,0
225,3
226,4
227,0
228,0
229,1
230,0
231,0
232,2
233,2
234,0
235,2
236,0
237,0
238,2
239,2
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,3
249,3
250,3
251,3
252,0
253,2
254,0
255,0
256,0
257,2
258,0
259,0
260,2
261,3
262,2
263,4
264,3
265,1
266,3
267,1
268,0
269,0
270,0
271,2
272,3
273,3
274,2
275,0
276,2
277,3
278,2
279,0
280,4
281,2
282,2
283,4
284,2
285,0
286,3
287,3
288,0
289,3
290,3
291,2
292,3
293,3
294,0
295,0
296,2
297,1
298,4
299,0
300,1
301,0
302,0
303,2
304,0
305,0
306,0
307,0
308,3
309,0
310,0
311,0
312,0
313,0
314,0
315,1
316,4
317,0
318,0
319,4
320,2
321,2
322,0
323,3
324,1
325,2
326,3
327,0
328,4
329,2
330,3
331,2
332,2
333,3
334,0
335,0
336,0
337,2
338,3
339,2
340,0
341,4
342,2
343,4
344,4
345,0
346,0
347,3
348,1
349,0
350,3
351,0
352,0
353,0
354,0
355,0
356,0
357,0
358,0
359,0
360,1
361,3
362,0
363,4
364,3
365,0
366,0
367,3
368,3
369,1
370,3
371,0
372,0
373,0
374,2
375,0
376,0
377,0
378,3
379,2
380,0
381,0
382,0
383,3
384,2
385,0
386,0
387,0
388,0
389,0
390,0
391,0
392,0
393,0
394,0
395,1
396,0
397,2
398,2
399,0
400,3
